gid	tid	ttype	chrom	start	end	srd	size.rna	size.exon	size.cds	note1	note2
Zm00004b010591	Zm00004b010591_T001	mRNA	chr02	238252229	238267820	-	15592	3860	3720		
Zm00004b010592	Zm00004b010592_T001	mRNA	chr02	238309539	238314077	+	4539	513	513		
Zm00004b010593	Zm00004b010593_T001	mRNA	chr02	238335002	238340502	+	5501	1342	1167		
Zm00004b010594	Zm00004b010594_T001	mRNA	chr02	238374006	238377537	+	3532	3450	3183		
Zm00004b010595	Zm00004b010595_T001	mRNA	chr02	238420579	238423661	+	3083	3001	2919		
Zm00004b010596	Zm00004b010596_T001	mRNA	chr02	238431520	238446767	-	15248	907	573		
Zm00004b010597	Zm00004b010597_T001	mRNA	chr02	238492782	238499295	-	6514	2936	1326		
Zm00004b010598	Zm00004b010598_T001	mRNA	chr02	238516349	238519874	-	3526	330	330		
Zm00004b010599	Zm00004b010599_T001	mRNA	chr02	238519846	238521463	+	1618	440	426		
Zm00004b010600	Zm00004b010600_T001	mRNA	chr02	238563901	238564572	+	672	672	672		
Zm00004b010601	Zm00004b010601_T001	mRNA	chr02	238594665	238596150	+	1486	369	369		
Zm00004b010602	Zm00004b010602_T001	mRNA	chr02	238647817	238648137	+	321	321	321		
Zm00004b010603	Zm00004b010603_T001	mRNA	chr02	238650759	238654308	-	3550	2712	2712		
Zm00004b010604	Zm00004b010604_T001	mRNA	chr02	238666325	238686898	+	20574	986	465		
Zm00004b010605	Zm00004b010605_T001	mRNA	chr02	238690523	238693918	+	3396	2590	2508		
Zm00004b010606	Zm00004b010606_T001	mRNA	chr02	238714384	238716185	+	1802	1695	1575		
Zm00004b010607	Zm00004b010607_T001	mRNA	chr02	238718818	238722581	+	3764	1719	1719		
Zm00004b010608	Zm00004b010608_T001	mRNA	chr02	238746138	238749264	-	3127	1361	606		
Zm00004b010609	Zm00004b010609_T001	mRNA	chr02	238771315	238772880	+	1566	738	660		
Zm00004b010610	Zm00004b010610_T001	mRNA	chr02	238800671	238805783	+	5113	1127	609		
Zm00004b010611	Zm00004b010611_T001	mRNA	chr02	238809345	238809677	+	333	333	333		
Zm00004b010612	Zm00004b010612_T001	mRNA	chr02	238831244	238833114	-	1871	819	819		
Zm00004b010613	Zm00004b010613_T001	mRNA	chr02	238898406	238901857	+	3452	3174	2907		
Zm00004b010614	Zm00004b010614_T001	mRNA	chr02	238914927	238916126	-	1200	1200	1200		
Zm00004b010615	Zm00004b010615_T001	mRNA	chr02	238924676	238925992	-	1317	951	696		
Zm00004b010616	Zm00004b010616_T001	mRNA	chr02	238927152	238928462	-	1311	375	375		
Zm00004b010617	Zm00004b010617_T001	mRNA	chr02	238992358	238993509	-	1152	1152	1152		
Zm00004b010618	Zm00004b010618_T001	mRNA	chr02	238996367	239002289	-	5923	2182	1416		
Zm00004b010619	Zm00004b010619_T001	mRNA	chr02	239005036	239010264	+	5229	2617	1944		
Zm00004b010620	Zm00004b010620_T001	mRNA	chr02	239048944	239050836	+	1893	600	600		
Zm00004b010621	Zm00004b010621_T001	mRNA	chr02	239077249	239082674	+	5426	2860	2154		
Zm00004b010622	Zm00004b010622_T001	mRNA	chr02	239084624	239092627	-	8004	3235	2667		
Zm00004b010623	Zm00004b010623_T001	mRNA	chr02	239178486	239190209	-	11724	3300	2661		
Zm00004b010624	Zm00004b010624_T001	mRNA	chr02	239227108	239228010	+	903	690	690		
Zm00004b010625	Zm00004b010625_T001	mRNA	chr02	239302814	239307222	+	4409	2585	2001		
Zm00004b010626	Zm00004b010626_T001	mRNA	chr02	239317258	239321655	+	4398	2843	1992		
Zm00004b010627	Zm00004b010627_T001	mRNA	chr02	239335315	239335945	+	631	480	480		
Zm00004b010628	Zm00004b010628_T001	mRNA	chr02	239336060	239336809	+	750	345	345		
Zm00004b010629	Zm00004b010629_T001	mRNA	chr02	239337410	239340585	-	3176	1302	951		
Zm00004b010630	Zm00004b010630_T001	mRNA	chr02	239340572	239341054	+	483	483	483		
Zm00004b010631	Zm00004b010631_T001	mRNA	chr02	239342101	239344225	+	2125	1484	825		
Zm00004b010632	Zm00004b010632_T001	mRNA	chr02	239349275	239353038	-	3764	1434	669		
Zm00004b010633	Zm00004b010633_T001	mRNA	chr02	239370551	239374012	+	3462	807	654		
Zm00004b010634	Zm00004b010634_T001	mRNA	chr02	239379552	239388063	+	8512	3240	2313		
Zm00004b010635	Zm00004b010635_T001	mRNA	chr02	239388791	239400681	-	11891	2378	1572		
Zm00004b010636	Zm00004b010636_T001	mRNA	chr02	239490250	239498636	+	8387	2508	1350		
Zm00004b010637	Zm00004b010637_T001	mRNA	chr02	239571691	239573742	+	2052	1942	1599		
Zm00004b010638	Zm00004b010638_T001	mRNA	chr02	239581087	239582742	-	1656	1656	1656		
Zm00004b010639	Zm00004b010639_T001	mRNA	chr02	239585166	239590259	-	5094	2207	1989		
Zm00004b010640	Zm00004b010640_T001	mRNA	chr02	239602835	239605387	-	2553	2553	2553		
Zm00004b010641	Zm00004b010641_T001	mRNA	chr02	239626478	239631131	-	4654	2403	999		
Zm00004b010642	Zm00004b010642_T001	mRNA	chr02	239633775	239634675	+	901	732	732		
Zm00004b010643	Zm00004b010643_T001	mRNA	chr02	239635684	239639884	-	4201	2430	492		
Zm00004b010644	Zm00004b010644_T001	mRNA	chr02	239675391	239677064	+	1674	1588	1359		
Zm00004b010645	Zm00004b010645_T001	mRNA	chr02	239679620	239683588	-	3969	2847	2712		
Zm00004b010646	Zm00004b010646_T001	mRNA	chr02	239690318	239694991	-	4674	2632	2088		
Zm00004b010647	Zm00004b010647_T001	mRNA	chr02	239743239	239743484	+	246	246	246		
Zm00004b010648	Zm00004b010648_T001	mRNA	chr02	239746482	239746898	-	417	417	417		
Zm00004b010649	Zm00004b010649_T001	mRNA	chr02	239750294	239751193	+	900	900	900		
Zm00004b010650	Zm00004b010650_T001	mRNA	chr02	239756228	239758057	+	1830	1830	1830		
Zm00004b010651	Zm00004b010651_T001	mRNA	chr02	239823085	239830135	-	7051	3289	3042		
Zm00004b010652	Zm00004b010652_T001	mRNA	chr02	239845987	239847319	+	1333	701	378		
Zm00004b010653	Zm00004b010653_T001	mRNA	chr02	239963992	239965612	+	1621	1494	1482		
Zm00004b010654	Zm00004b010654_T001	mRNA	chr02	239979990	239982590	-	2601	2601	2601		
Zm00004b010655	Zm00004b010655_T001	mRNA	chr02	239986869	239988068	+	1200	1200	1200		
Zm00004b010656	Zm00004b010656_T001	mRNA	chr02	239997113	239999453	-	2341	1185	864		
Zm00004b010657	Zm00004b010657_T001	mRNA	chr02	240013765	240014964	+	1200	1200	1200		
Zm00004b010658	Zm00004b010658_T001	mRNA	chr02	240020876	240027819	-	6944	1458	1458		
Zm00004b010659	Zm00004b010659_T001	mRNA	chr02	240053175	240053540	-	366	366	366		
Zm00004b010660	Zm00004b010660_T001	mRNA	chr02	240056715	240057914	+	1200	1200	1200		
Zm00004b010661	Zm00004b010661_T001	mRNA	chr02	240071698	240075953	-	4256	1205	951		
Zm00004b010662	Zm00004b010662_T001	mRNA	chr02	240079185	240080968	+	1784	1068	369		
Zm00004b010663	Zm00004b010663_T001	mRNA	chr02	240080915	240083644	-	2730	2309	1290		
Zm00004b010664	Zm00004b010664_T001	mRNA	chr02	240087538	240092272	-	4735	1496	1032		
Zm00004b010665	Zm00004b010665_T001	mRNA	chr02	240113473	240116217	+	2745	2088	2088		
Zm00004b010666	Zm00004b010666_T001	mRNA	chr02	240117820	240118425	-	606	537	537		
Zm00004b010667	Zm00004b010667_T001	mRNA	chr02	240205615	240231404	-	25790	3350	2580		
Zm00004b010668	Zm00004b010668_T001	mRNA	chr02	240272038	240274507	-	2470	1228	1011		
Zm00004b010669	Zm00004b010669_T001	mRNA	chr02	240275927	240278548	-	2622	351	351		
Zm00004b010670	Zm00004b010670_T001	mRNA	chr02	240278846	240280469	+	1624	750	573		
Zm00004b010671	Zm00004b010671_T001	mRNA	chr02	240340633	240341357	-	725	420	378		
Zm00004b010672	Zm00004b010672_T001	mRNA	chr02	240343467	240347684	+	4218	1303	1077		
Zm00004b010673	Zm00004b010673_T001	mRNA	chr02	240351639	240353128	-	1490	1178	306		
Zm00004b010674	Zm00004b010674_T001	mRNA	chr02	240412539	240413009	+	471	471	471		
Zm00004b010675	Zm00004b010675_T001	mRNA	chr02	240438636	240440631	-	1996	1712	462		
Zm00004b010676	Zm00004b010676_T001	mRNA	chr02	240441510	240443147	+	1638	823	645		
Zm00004b010677	Zm00004b010677_T001	mRNA	chr02	240454547	240456494	+	1948	1850	1209		
Zm00004b010678	Zm00004b010678_T001	mRNA	chr02	240471769	240483318	+	11550	1908	1908		
Zm00004b010679	Zm00004b010679_T001	mRNA	chr02	240506663	240508622	-	1960	827	477		
Zm00004b010680	Zm00004b010680_T001	mRNA	chr02	240514994	240517117	-	2124	2124	2124		
Zm00004b010681	Zm00004b010681_T001	mRNA	chr02	240519560	240522231	-	2672	1871	1215		
Zm00004b010682	Zm00004b010682_T001	mRNA	chr02	240564436	240572754	+	8319	5241	1185		
Zm00004b010683	Zm00004b010683_T001	mRNA	chr02	240576426	240582013	-	5588	2527	1935		
Zm00004b010684	Zm00004b010684_T001	mRNA	chr02	240576753	240576974	+	222	222	222		
Zm00004b010685	Zm00004b010685_T001	mRNA	chr02	240633876	240634454	+	579	579	579		
Zm00004b010686	Zm00004b010686_T001	mRNA	chr02	240634972	240636879	-	1908	1680	1581		
Zm00004b010687	Zm00004b010687_T001	mRNA	chr02	240645070	240646212	+	1143	1143	1143		
Zm00004b010688	Zm00004b010688_T001	mRNA	chr02	240656379	240656930	-	552	552	552		
Zm00004b010689	Zm00004b010689_T001	mRNA	chr02	240702847	240704211	-	1365	1131	591		
Zm00004b010690	Zm00004b010690_T001	mRNA	chr02	240706060	240709242	+	3183	1903	1650		
Zm00004b010691	Zm00004b010691_T001	mRNA	chr02	240710780	240711292	-	513	513	513		
Zm00004b010692	Zm00004b010692_T001	mRNA	chr02	240714638	240720820	-	6183	2432	1632		
Zm00004b010693	Zm00004b010693_T001	mRNA	chr02	240736097	240743804	-	7708	1507	435		
Zm00004b010694	Zm00004b010694_T001	mRNA	chr02	240744879	240747497	+	2619	2619	2619		
Zm00004b010695	Zm00004b010695_T001	mRNA	chr02	240795198	240796862	-	1665	1665	1665		
Zm00004b010696	Zm00004b010696_T001	mRNA	chr02	240802646	240805564	-	2919	1705	1119		
Zm00004b010697	Zm00004b010697_T001	mRNA	chr02	240808281	240814656	-	6376	2254	1389		
Zm00004b010698	Zm00004b010698_T001	mRNA	chr02	240819211	240819759	+	549	549	549		
Zm00004b010699	Zm00004b010699_T001	mRNA	chr02	240822528	240823364	+	837	837	837		
Zm00004b010700	Zm00004b010700_T001	mRNA	chr02	240823606	240824601	-	996	996	996		
Zm00004b010701	Zm00004b010701_T001	mRNA	chr02	240867797	240868825	-	1029	1029	1029		
Zm00004b010702	Zm00004b010702_T001	mRNA	chr02	240870044	240881131	-	11088	2179	1776		
Zm00004b010703	Zm00004b010703_T001	mRNA	chr02	240956010	240978390	+	22381	3375	2715		
Zm00004b010704	Zm00004b010704_T001	mRNA	chr02	240981945	241004443	-	22499	3988	3261		
Zm00004b010705	Zm00004b010705_T001	mRNA	chr02	241065850	241070834	-	4985	2107	990		
Zm00004b010706	Zm00004b010706_T001	mRNA	chr02	241072633	241073358	+	726	726	726		
Zm00004b010707	Zm00004b010707_T001	mRNA	chr02	241074101	241079298	-	5198	2542	1008		
Zm00004b010708	Zm00004b010708_T001	mRNA	chr02	241114182	241115801	-	1620	429	366		
Zm00004b010709	Zm00004b010709_T001	mRNA	chr02	241136719	241139325	-	2607	2181	1146		
Zm00004b010710	Zm00004b010710_T001	mRNA	chr02	241140674	241143311	-	2638	798	798		
Zm00004b010711	Zm00004b010711_T001	mRNA	chr02	241149729	241151931	-	2203	637	576		
Zm00004b010712	Zm00004b010712_T001	mRNA	chr02	241152046	241152474	+	429	429	429		
Zm00004b010713	Zm00004b010713_T001	mRNA	chr02	241155704	241156418	+	715	573	573		
Zm00004b010714	Zm00004b010714_T001	mRNA	chr02	241166701	241182477	-	15777	1428	1428		
Zm00004b010715	Zm00004b010715_T001	mRNA	chr02	241249100	241249570	+	471	471	471		
Zm00004b010716	Zm00004b010716_T001	mRNA	chr02	241290408	241290674	+	267	267	267		
Zm00004b010717	Zm00004b010717_T001	mRNA	chr02	241325535	241326128	+	594	483	483		
Zm00004b010718	Zm00004b010718_T001	mRNA	chr02	241327276	241328067	+	792	792	792		
Zm00004b010719	Zm00004b010719_T001	mRNA	chr02	241330664	241336051	-	5388	1194	459		
Zm00004b010720	Zm00004b010720_T001	mRNA	chr02	241365742	241368016	-	2275	1647	1647		
Zm00004b010721	Zm00004b010721_T001	mRNA	chr02	241500900	241503871	-	2972	1773	1773		
Zm00004b010722	Zm00004b010722_T001	mRNA	chr02	241504678	241505879	+	1202	1008	1008		
Zm00004b010723	Zm00004b010723_T001	mRNA	chr02	241546970	241547251	+	282	282	282		
Zm00004b010724	Zm00004b010724_T001	mRNA	chr02	241577012	241578196	+	1185	1185	1185		
Zm00004b010725	Zm00004b010725_T001	mRNA	chr02	241581305	241582594	-	1290	1290	1290		
Zm00004b010726	Zm00004b010726_T001	mRNA	chr02	241582892	241587700	-	4809	2273	942		
Zm00004b010727	Zm00004b010727_T001	mRNA	chr02	241588052	241588630	-	579	579	579		
Zm00004b010728	Zm00004b010728_T001	mRNA	chr02	241589337	241594190	-	4854	3221	2052		
Zm00004b010729	Zm00004b010729_T001	mRNA	chr02	241594691	241600639	+	5949	3358	2028		
Zm00004b010730	Zm00004b010730_T001	mRNA	chr02	241637092	241637590	-	499	336	336		
Zm00004b010731	Zm00004b010731_T001	mRNA	chr02	241671623	241692296	+	20674	3757	3039		
Zm00004b010732	Zm00004b010732_T001	mRNA	chr02	241693492	241694154	-	663	663	663		
Zm00004b010733	Zm00004b010733_T001	mRNA	chr02	241694707	241697761	-	3055	603	447		
Zm00004b010734	Zm00004b010734_T001	mRNA	chr02	241700134	241701837	+	1704	921	921		
Zm00004b010735	Zm00004b010735_T001	mRNA	chr02	241707582	241712851	-	5270	2260	1260		
Zm00004b010736	Zm00004b010736_T001	mRNA	chr02	241821036	241822732	+	1697	1305	1305		
Zm00004b010737	Zm00004b010737_T001	mRNA	chr02	241823849	241825459	+	1611	1050	1050		
Zm00004b010738	Zm00004b010738_T001	mRNA	chr02	241842276	241844003	+	1728	1728	1728		
Zm00004b010739	Zm00004b010739_T001	mRNA	chr02	241908761	241913094	-	4334	675	675		
Zm00004b010740	Zm00004b010740_T001	mRNA	chr02	241946799	241947524	-	726	402	402		
Zm00004b010741	Zm00004b010741_T001	mRNA	chr02	241952969	241954175	-	1207	982	723		
Zm00004b010742	Zm00004b010742_T001	mRNA	chr02	241964955	241982865	-	17911	6010	4845		
Zm00004b010743	Zm00004b010743_T001	mRNA	chr02	241965147	241965377	+	231	231	231		
Zm00004b010744	Zm00004b010744_T001	mRNA	chr02	241984615	241986051	+	1437	1437	1437		
Zm00004b010745	Zm00004b010745_T001	mRNA	chr02	242038106	242039440	-	1335	1335	1335		
Zm00004b010746	Zm00004b010746_T001	mRNA	chr02	242079675	242084445	+	4771	2879	2199		
Zm00004b010747	Zm00004b010747_T001	mRNA	chr02	242085023	242086807	+	1785	1785	1785		
Zm00004b010748	Zm00004b010748_T001	mRNA	chr02	242088610	242089994	+	1385	804	534		
Zm00004b010749	Zm00004b010749_T001	mRNA	chr02	242101348	242108797	+	7450	4040	3228		
Zm00004b010750	Zm00004b010750_T001	mRNA	chr02	242202020	242205466	-	3447	1925	1128		
Zm00004b010751	Zm00004b010751_T001	mRNA	chr02	242222415	242223946	+	1532	1298	777		
Zm00004b010752	Zm00004b010752_T001	mRNA	chr02	242225478	242229311	-	3834	2886	2886		
Zm00004b010753	Zm00004b010753_T001	mRNA	chr02	242277806	242278599	-	794	504	504		
Zm00004b010754	Zm00004b010754_T001	mRNA	chr02	242281822	242286580	-	4759	2654	1377		
Zm00004b010755	Zm00004b010755_T001	mRNA	chr02	242336790	242339374	+	2585	2146	1833		
Zm00004b010756	Zm00004b010756_T001	mRNA	chr02	242347442	242348149	+	708	708	708		
Zm00004b010757	Zm00004b010757_T001	mRNA	chr02	242349494	242351216	+	1723	1644	1368		
Zm00004b010758	Zm00004b010758_T001	mRNA	chr02	242400873	242403455	-	2583	2583	2583		
Zm00004b010759	Zm00004b010759_T001	mRNA	chr02	242448665	242449135	-	471	471	471		
Zm00004b010760	Zm00004b010760_T001	mRNA	chr02	242464453	242466549	+	2097	2097	2097		
Zm00004b010761	Zm00004b010761_T001	mRNA	chr02	242508679	242514943	-	6265	1798	1074		
Zm00004b010762	Zm00004b010762_T001	mRNA	chr02	242566233	242569356	-	3124	2446	1803		
Zm00004b010763	Zm00004b010763_T001	mRNA	chr02	242579519	242584729	+	5211	714	714		
Zm00004b010764	Zm00004b010764_T001	mRNA	chr02	242595801	242597428	-	1628	1231	1071		
Zm00004b010765	Zm00004b010765_T001	mRNA	chr02	242685866	242687254	-	1389	1119	990		
Zm00004b010766	Zm00004b010766_T001	mRNA	chr02	242718180	242724080	+	5901	3192	2262		
Zm00004b010767	Zm00004b010767_T001	mRNA	chr02	242730087	242730584	+	498	498	498		
Zm00004b010768	Zm00004b010768_T001	mRNA	chr02	242734199	242738736	+	4538	2838	1641		
Zm00004b010769	Zm00004b010769_T001	mRNA	chr02	242739849	242740430	-	582	582	582		
Zm00004b010770	Zm00004b010770_T001	mRNA	chr02	242746129	242748049	+	1921	1815	1710		
Zm00004b010771	Zm00004b010771_T001	mRNA	chr02	242749035	242754610	-	5576	1888	1389		
Zm00004b010772	Zm00004b010772_T001	mRNA	chr02	242756557	242758137	-	1581	1581	1581		
Zm00004b010773	Zm00004b010773_T001	mRNA	chr02	242764762	242765232	-	471	471	471		
Zm00004b010774	Zm00004b010774_T001	mRNA	chr02	242780407	242782578	-	2172	1467	513		
Zm00004b010775	Zm00004b010775_T001	mRNA	chr02	242783743	242785432	-	1690	671	630		
Zm00004b010776	Zm00004b010776_T001	mRNA	chr02	242788520	242788992	+	473	346	243		
Zm00004b010777	Zm00004b010777_T001	mRNA	chr02	242790438	242794556	+	4119	1761	1761		
Zm00004b010778	Zm00004b010778_T001	mRNA	chr02	242796803	242803583	-	6781	2918	2229		
Zm00004b010779	Zm00004b010779_T001	mRNA	chr02	242822897	242835266	-	12370	7503	7503		
Zm00004b010780	Zm00004b010780_T001	mRNA	chr02	242853706	242856050	+	2345	1801	1038		
Zm00004b010781	Zm00004b010781_T001	mRNA	chr02	242856163	242856399	-	237	237	237		
Zm00004b010782	Zm00004b010782_T001	mRNA	chr02	242857186	242861606	-	4421	1399	642		
Zm00004b010783	Zm00004b010783_T001	mRNA	chr02	242987456	242989317	+	1862	844	462		
Zm00004b010784	Zm00004b010784_T001	mRNA	chr02	242991833	242997762	+	5930	2836	1608		
Zm00004b010785	Zm00004b010785_T001	mRNA	chr02	243002755	243004230	-	1476	1476	1476		
Zm00004b010786	Zm00004b010786_T001	mRNA	chr02	243006469	243008034	-	1566	1566	1566		
Zm00004b010787	Zm00004b010787_T001	mRNA	chr02	243016858	243017481	-	624	624	624		
Zm00004b010788	Zm00004b010788_T001	mRNA	chr02	243058244	243065360	+	7117	4930	2364		
Zm00004b010789	Zm00004b010789_T001	mRNA	chr02	243064047	243067258	-	3212	2026	1611		
Zm00004b010790	Zm00004b010790_T001	mRNA	chr02	243067964	243069237	-	1274	1011	1011		
Zm00004b010791	Zm00004b010791_T001	mRNA	chr02	243072190	243077864	+	5675	1684	816		
Zm00004b010792	Zm00004b010792_T001	mRNA	chr02	243114950	243124340	-	9391	1486	801		
Zm00004b010793	Zm00004b010793_T001	mRNA	chr02	243164921	243165889	-	969	876	543		
Zm00004b010794	Zm00004b010794_T001	mRNA	chr02	243177317	243178572	+	1256	909	909		
Zm00004b010795	Zm00004b010795_T001	mRNA	chr02	243178674	243184814	-	6141	2175	1959		
Zm00004b010796	Zm00004b010796_T001	mRNA	chr02	243187663	243199993	-	12331	2624	2373		
Zm00004b010797	Zm00004b010797_T001	mRNA	chr02	243287230	243314263	+	27034	7390	6828		
Zm00004b010798	Zm00004b010798_T001	mRNA	chr02	243346809	243348542	+	1734	1734	1734		
Zm00004b010799	Zm00004b010799_T001	mRNA	chr02	243349755	243351389	+	1635	974	483		
Zm00004b010800	Zm00004b010800_T001	mRNA	chr02	243351687	243369106	-	17420	3432	3009		
Zm00004b010801	Zm00004b010801_T001	mRNA	chr02	243387770	243392557	+	4788	3195	1440		
Zm00004b010802	Zm00004b010802_T001	mRNA	chr02	243394549	243395502	-	954	954	954		
Zm00004b010803	Zm00004b010803_T001	mRNA	chr02	243396404	243397060	+	657	657	657		
Zm00004b010804	Zm00004b010804_T001	mRNA	chr02	243397025	243401844	-	4820	3095	2046		
Zm00004b010805	Zm00004b010805_T001	mRNA	chr02	243404008	243404555	-	548	548	435		
Zm00004b010806	Zm00004b010806_T001	mRNA	chr02	243446810	243448581	+	1772	1689	1566		
Zm00004b010807	Zm00004b010807_T001	mRNA	chr02	243449775	243450538	-	764	339	339		
Zm00004b010808	Zm00004b010808_T001	mRNA	chr02	243513458	243521486	-	8029	1221	945		
Zm00004b010809	Zm00004b010809_T001	mRNA	chr02	243539616	243542102	-	2487	2487	2487		
Zm00004b010810	Zm00004b010810_T001	mRNA	chr02	243634262	243637961	+	3700	1717	609		
Zm00004b010811	Zm00004b010811_T001	mRNA	chr02	243638251	243641964	-	3714	2039	870		
Zm00004b010812	Zm00004b010812_T001	mRNA	chr02	243695172	243699088	-	3917	3211	2733		
Zm00004b010813	Zm00004b010813_T001	mRNA	chr02	243700606	243705796	+	5191	1368	1368		
Zm00004b010814	Zm00004b010814_T001	mRNA	chr02	243762160	243769322	+	7163	1660	1209		
Zm00004b010815	Zm00004b010815_T001	mRNA	chr02	243915493	243915693	-	201	201	201		
Zm00004b010816	Zm00004b010816_T001	mRNA	chr02	243915586	243915930	+	345	345	345		
Zm00004b010817	Zm00004b010817_T001	mRNA	chr02	243917344	243919650	-	2307	2307	2307		
Zm00004b010818	Zm00004b010818_T001	mRNA	chr02	243930283	243934765	-	4483	426	426		
Zm00004b010819	Zm00004b010819_T001	mRNA	chr02	243931159	243933256	+	2098	741	741		
Zm00004b010820	Zm00004b010820_T001	mRNA	chr02	243965855	243971371	-	5517	1722	1722		
Zm00004b010821	Zm00004b010821_T001	mRNA	chr02	243969962	243971492	+	1531	583	459		
Zm00004b010822	Zm00004b010822_T001	mRNA	chr02	243972988	244007141	-	34154	7196	6648		
Zm00004b010823	Zm00004b010823_T001	mRNA	chr02	244150975	244155658	+	4684	2890	738		
Zm00004b010824	Zm00004b010824_T001	mRNA	chr02	244156188	244156935	+	748	673	612		
Zm00004b010825	Zm00004b010825_T001	mRNA	chr02	244157201	244157449	+	249	249	249		
Zm00004b010826	Zm00004b010826_T001	mRNA	chr02	244220918	244222468	+	1551	1551	1551		
Zm00004b010827	Zm00004b010827_T001	mRNA	chr02	244222760	244225035	+	2276	2160	2160		
Zm00004b010828	Zm00004b010828_T001	mRNA	chr05	460	1867	+	1408	369	369		
Zm00004b010829	Zm00004b010829_T001	mRNA	chr05	8154	8956	+	803	721	345		
Zm00004b010830	Zm00004b010830_T001	mRNA	chr05	35573	38310	-	2738	1717	1020		
Zm00004b010831	Zm00004b010831_T001	mRNA	chr05	202325	209288	-	6964	1494	1242		
Zm00004b010832	Zm00004b010832_T001	mRNA	chr05	296444	303456	-	7013	3943	3555		
Zm00004b010833	Zm00004b010833_T001	mRNA	chr05	379403	381915	-	2513	2194	1653		
Zm00004b010834	Zm00004b010834_T001	mRNA	chr05	430686	434326	+	3641	1985	1053		
Zm00004b010835	Zm00004b010835_T001	mRNA	chr05	445500	448370	+	2871	1748	1473		
Zm00004b010836	Zm00004b010836_T001	mRNA	chr05	448913	454626	+	5714	1537	1356		
Zm00004b010837	Zm00004b010837_T001	mRNA	chr05	455556	456692	+	1137	1068	1068		
Zm00004b010838	Zm00004b010838_T001	mRNA	chr05	457402	462594	+	5193	2547	1977		
Zm00004b010839	Zm00004b010839_T001	mRNA	chr05	464109	465533	+	1425	1425	1425		
Zm00004b010840	Zm00004b010840_T001	mRNA	chr05	491337	492128	+	792	792	792		
Zm00004b010841	Zm00004b010841_T001	mRNA	chr05	493238	493702	+	465	465	465		
Zm00004b010842	Zm00004b010842_T001	mRNA	chr05	562810	574025	+	11216	4201	3258		
Zm00004b010843	Zm00004b010843_T001	mRNA	chr05	577016	580145	+	3130	2779	798		
